name,Price,Processor Brand,Processor Name,RAM,SSD Capacity,Graphic Processor,Screen Size,Screen Resolution,Additional Features,user rating,simulated_reviews
"Dell Inspiron Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10/2 Gb Graphics) Inspiron 5410 2 In 1 Laptop  (14 Inch, Silver, 1.56 Kg, With Ms Office)",799.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Mx350,35.56 cm (14 Inch),1920 x 1080 Pixel,No additional features provided.,4.8,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Slim3 Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) 14 Itl 6 Thin And Light Laptop  (14 Inch, Arctic Grey, 1.41 Kg, With Ms Office)",514.99,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,35.56 cm (14 Inch),1920 x 1080 Pixel,"Integrated 45 Wh Battery, ErP Lot 3, RoHS Compliant",4.4,"This laptop has the following features: integrated 45 wh battery, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 5I Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home) 15 Itl 05 Thin And Light Laptop  (15.6 Inch, Graphite Grey, 1.66 Kg, With Ms Office)",619.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Integrated 57 Wh Battery, ErP Lot 3, RoHS Compliant, ENERGY STAR 8.0 Certifications",4.4,"This laptop has the following features: integrated 57 wh battery, erp lot 3, rohs compliant, energy star 8.0 certifications. Users find it reliable and suitable for its intended purpose."
"Msi Gf65 Thin Hexa Core I5 10Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home/6 Gb Graphics/Nvidia Geforce Rtx 3060/144 Hz) Gf65 Thin 10Ue-290In Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",699.9,Intel,Hexa Core I5,16.0,512.0,Nvidia Geforce Rtx 3060,39.62 cm (15.6 inch),1920 x 1080 Pixel,"3-Cell, 51 Whr Battery",4.5,"This laptop has the following features: 3-cell, 51 whr battery. Users find it reliable and suitable for its intended purpose."
"Msi Gf63 Thin Hexa Core I5 10Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650 Max Q/60 Hz) Gf63 Thin 10Scxr-1616In / Gf63 Thin 10Sc-611In Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",549.9,Intel,Hexa Core I5,8.0,256.0,Nvidia Geforce Gtx 1650 Max Q,39.62 cm (15.6 inch),1920 x 1080 Pixel,"3-Cell, 51 Whr Battery",4.4,"This laptop has the following features: 3-cell, 51 whr battery. Users find it reliable and suitable for its intended purpose."
"Dell Dell 5590 Core I5 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10/2 Gb Graphics) Inspiron 15 5590 Laptop  (15.6 Inch, Silver, 1.8 Kg, With Ms Office)",649.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Gtx Nvidia(R) Geforce(R) Mx250 With 2Gb Gddr5,39.62 cm (15.6 inch),1920*1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Gaming G5 Series Core I5 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10/4 Gb Graphics/Nvidia Geforce Gtx 1650Ti/120 Hz) G5 5500 Gaming Laptop  (15.6 Inch, Black, 2.3 Kg, With Ms Office)",684.99,Intel,Core I5,8.0,512.0,Nvidia Geforce Gtx 1650Ti,39.62 cm (15.6 inch),1920 X 1080$$Pixels pixel,No additional features provided.,4.2,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Slim 3I (2021) Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Ideapad 3 15Itl6 Thin And Light Laptop  (15.6 Inch, Arctic Grey, 1.65 Kg, With Ms Office)",539.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920x1080 pixel,"Integrated 45Wh Battery, ErP Lot 3, RoHS Compliant",4.3,"This laptop has the following features: integrated 45wh battery, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 3I (2021) Core I3 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) Ideapad 3 14Itl6 Thin And Light Laptop  (14 Inch, Arctic Grey, 1.41 Kg, With Ms Office)",437.9,Intel,Core I3,8.0,256.0,Intel Integrated Uhd,35.56 cm (14 Inch),1920 x 1080 Pixel,"Integrated 45 Wh Battery, ErP Lot 3, RoHS Compliant",4.4,"This laptop has the following features: integrated 45 wh battery, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook Ultra K14 (2021) Ryzen 5 Hexa Core 5500U - (8 Gb/512 Gb Ssd/Windows 10 Home) Km413Ua-Eb503Ts Thin And Light Laptop  (14 Inch, Transparent Silver, 1.40 Kg, With Ms Office)",589.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Amd Radeon,35.56 cm (14 inch),1920 x 1080 Pixels,"42 Whr Battery, BIOS Setup User Password",4.4,"This laptop has the following features: 42 whr battery, bios setup user password. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U - (8 Gb/512 Gb Ssd/Windows 10 Home) 14 Alc 05 Thin And Light Laptop  (14 Inch, Graphite Grey, 1.39 Kg, With Ms Office)",599.9,Amd,Ryzen 7 Octa Core,8.0,512.0,Amd Radeon,35.56 cm (14 Inch),1920 x 1080 Pixel,"Integrated 56.5 Wh Battery, ErP Lot 3, RoHS Compliant, ENERGY STAR 8.0 Certifications",4.5,"This laptop has the following features: integrated 56.5 wh battery, erp lot 3, rohs compliant, energy star 8.0 certifications. Users find it reliable and suitable for its intended purpose."
"Hp Pavilion Gaming Ryzen 7 Octa Core 4800H - (16 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce 1650Ti/144 Hz) 15-Ec1512Ax Gaming Laptop  (15.6 Inch, Shadow Black, 2.19 Kg, With Ms Office)",759.9,Amd,Ryzen 7 Octa Core,16.0,256.0,Nvidia Geforce 1650Ti,39.62 cm (15.6 inch),1920 x 1080 Pixel,"52.5 Wh Li-ion Polymer Battery Supports Fast Charge, MU-MIMO Supported, Miracast Compatible, Advanced Thermal Management, Micro-edge Display <7mm, OMEN Command Center",4.5,"This laptop has the following features: 52.5 wh li-ion polymer battery supports fast charge, mu-mimo supported, miracast compatible, advanced thermal management, micro-edge display <7mm, omen command center. Users find it reliable and suitable for its intended purpose."
"Asus Tuf Gaming F15 (2021) Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home/6 Gb Graphics/Nvidia Geforce Rtx 3060/144 Hz) Fx506Hm-Hn016T Gaming Laptop  (15.6 Inch, Graphite Black, 2.3 Kg)",899.9,Intel,Core I5,16.0,512.0,Nvidia Geforce Rtx 3060,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Viewing Angle (85/85/85/85), 90 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",4.6,"This laptop has the following features: viewing angle (85/85/85/85), 90 whrs li-ion battery, bios administrator password and user password protection. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook Ultra Ryzen 5 Hexa Core 5500U - (8 Gb/512 Gb Ssd/Windows 10 Home) Km413Ua-Eb502Ts Thin And Light Laptop  (14 Inch, Indie Black, 1.40 Kg, With Ms Office)",589.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Amd Radeon,35.56 cm (14 inch),1920 x 1080 Pixels,"42 Whr Battery, BIOS Setup User Password",4.5,"This laptop has the following features: 42 whr battery, bios setup user password. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 3I (2021) Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) 15Itl6 Thin And Light Laptop  (15.6 Inch, Arctic Grey, 1.65 Kg, With Ms Office)",579.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 inch),1920 x 1080 Pixel,"45 Wh Battery, ErP Lot 3, RoHS compliant",4.4,"This laptop has the following features: 45 wh battery, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Lenovo Thinkpad Core I5 10Th Gen - (16 Gb/512 Gb Hdd/512 Gb Ssd/Windows 10 Pro) T14 Thin And Light Laptop  (14 Inch, Black, 1.55 Kg)",1554.11,Intel,Core I5,16.0,512.0,Intel Integrated Uhd,35.56 cm (14 Inch),1920 x 1080 Pixel,US MIL-STD 810G Military Grade Standard,4.3,This laptop has the following features: us mil-std 810g military grade standard. Users find it reliable and suitable for its intended purpose.
"Lenovo Yoga Slim 7 Intel Evo Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home) Yoga Slim 7 14Itl05A Thin And Light Laptop  (14 Inches, Slate Grey, 1.36 Kg, With Ms Office)",819.99,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 Inches),1920 x 1080 Pixel,"Integrated 60.7Wh Battery, IR Camera for Windows Hello",4.6,"This laptop has the following features: integrated 60.7wh battery, ir camera for windows hello. Users find it reliable and suitable for its intended purpose."
"Lenovo Yoga Slim 7 Intel Evo Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home) Yoga Slim 7 14Itl05B Thin And Light Laptop  (14 Inch, Slate Grey, 1.36 Kg, With Ms Office)",969.9,Intel,Core I7,16.0,1024.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixels,"10-point Multi-touch, Face Recognition, Hands Free Login and Flip to Boot, IR Camera, 60.7 WH Battery, Rapid Charge Pro Technology (Upto 50% in 30mins), User Facing Speakers",4.4,"This laptop has the following features: 10-point multi-touch, face recognition, hands free login and flip to boot, ir camera, 60.7 wh battery, rapid charge pro technology (upto 50% in 30mins), user facing speakers. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 3I (2021) Core I5 11Th Gen - (8 Gb/256 Gb Ssd/Windows 10 Home) 15Itl6/ 15Itl6 Ub Thin And Light Laptop  (15.6 Inch, Arctic Grey, 1.65 Kg, With Ms Office)",484.9,Intel,Core I5,8.0,256.0,Intel Integrated Iris Xe,39.62 cm (15.6 inch),1920 x 1080 Pixel,"45 Wh Battery, ErP Lot 3, RoHS compliant",4.3,"This laptop has the following features: 45 wh battery, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Asus Zephyrus G14 Ryzen 7 Octa Core Amd Ryzen 7 5800Hs 5Th Gen - (8 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Rtx 3050/144 Hz) Ga401Qc-Hz047Ts Gaming Laptop  (14 Inch, White, 1.60 Kg, With Ms Office)",1104.0,Amd,Ryzen 7 Octa Core,8.0,1024.0,Nvidia Geforce Rtx 3050,35.56 cm (14 inch),1920 x 1080 Pixels,14-inch FHD (1920 x 1080) 16:9 anti-glare display sRGB: 100% Adobe: 75.35% Refresh Rate: 144Hz IPS-level Pantone Validated:,4.3,This laptop has the following features: 14-inch fhd (1920 x 1080) 16:9 anti-glare display srgb: 100% adobe: 75.35% refresh rate: 144hz ips-level pantone validated:. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home/2 Gb Graphics) E15 Laptop  (15.6 Inch, Black, 1.7 Kg, With Ms Office)",840.86,Intel,Core I5,8.0,512.0,Nvidia Geforce Mx350,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,3.5,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Thinkpad E15 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) E15 Thin And Light Laptop  (15.6 Inch, Black, 1.7 Kg, With Ms Office)",679.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.7,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Hp Core I3 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10) 42V68Pa Laptop  (15.6 Inch, Black, 1.74 Kg)",464.98,Intel,Core I3,8.0,512.0,Intel Integrated Uhd,39.62 cm (15.6 inch),1366 x 768 pixel,41 WH Li-ion Battery,4.1,This laptop has the following features: 41 wh li-ion battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Gaming 3 Core I5 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/120 Hz) 15Imh05 Gaming Laptop  (15.6 Inch, Onyx Black, 2.2 Kg)",539.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Rapid Charge Technology, Integrated 45Wh Battery, Cooling System with Dual Vents and Dual Action Fans",4.3,"This laptop has the following features: rapid charge technology, integrated 45wh battery, cooling system with dual vents and dual action fans. Users find it reliable and suitable for its intended purpose."
"Lenovo Legion Core I5 9Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650) Y540-15Irh-Pg0 Gaming Laptop  (15.6 Inch, Raven Black, 2.3 Kg, With Ms Office)",721.99,Intel,Core I5,8.0,256.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Dual Channel Cooling, Four Thermal Vents, Integrated 52.5Wh Battery",4.4,"This laptop has the following features: dual channel cooling, four thermal vents, integrated 52.5wh battery. Users find it reliable and suitable for its intended purpose."
"Asus Vivobook Ultra S14 Core I7 11Th Gen - (8 Gb + 32 Gb Optane/512 Gb Ssd/Windows 10 Home) S433Ea-Am702Ts Thin And Light Laptop  (14 Inch, Dreamy White, 1.40 Kg, With Ms Office)",779.9,Intel,Core I7,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixels,"BIOS Booting User Password Protection, Cortana Support, 50WHrs, 3S1P, 3-cell Li-ion, ø4.0, 65W AC Adapter, Output: 19V DC, 3.42A, 65W, Input: 100~240V AC 50/60Hz Universal",4.4,"This laptop has the following features: bios booting user password protection, cortana support, 50whrs, 3s1p, 3-cell li-ion, ø4.0, 65w ac adapter, output: 19v dc, 3.42a, 65w, input: 100~240v ac 50/60hz universal. Users find it reliable and suitable for its intended purpose."
"Lenovo Thinkpad E15 Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) E15 Thin And Light Laptop  (15.6 Inch, Black, 1.7 Kg, With Ms Office)",659.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home) E15 Laptop  (15.6 Inch, Black, 1.7 Kg, With Ms Office)",779.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,No additional features provided.,4.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Lenovo Thinkpad Core I5 10Th Gen - (8 Gb/512 Gb Hdd/512 Gb Ssd/Windows 10 Pro) T14 Thin And Light Laptop  (14 Inch, Black, 1.55 Kg)",1253.94,Intel,Core I5,8.0,512.0,Intel Integrated Uhd,35.56 cm (14 Inch),1920 x 1080 Pixel,US MIL-STD 810G Military Grade Standard,4.3,This laptop has the following features: us mil-std 810g military grade standard. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook Ultra 17 Ryzen 5 Hexa Core - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home) M712Ua-Au501Ts Thin And Light Laptop  (17.3 Inch, Transparent Silver, 2.30 Kg, With Ms Office)",627.9,Amd,Ryzen 5 Hexa Core,8.0,256.0,Amd Radeon,43.94 cm (17.3 inch),1920 x 1080 Pixel,Li-ion Battery,4.2,This laptop has the following features: li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Zenbook 13 (2021) Oled Core I7 11Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home) Ux325Ea-Kg701Ts Thin And Light Laptop  (13.3 Inch, Lilac Mist, 1.14 Kg, With Ms Office)",1029.9,Intel,Core I7,16.0,1024.0,Intel Integrated Iris Xe,33.78 cm (13.3 inch),1920 x 1080 Pixel,"67 WHrs, 4S1P, Li-ion Battery, US MIL-STD 810G Military-grade Standard, Cortana and Alexa Voice-recognition Support, 65W AC Adapter, Output: 20V DC, 3.25A, Input: 100-240V AC 50/60GHz Universal",4.6,"This laptop has the following features: 67 whrs, 4s1p, li-ion battery, us mil-std 810g military-grade standard, cortana and alexa voice-recognition support, 65w ac adapter, output: 20v dc, 3.25a, input: 100-240v ac 50/60ghz universal. Users find it reliable and suitable for its intended purpose."
"Lenovo V Series Athlon Dual Core 3050U - (4 Gb/1 Tb Hdd/Windows 10 Home) V-15 Ada Laptop  (15.6 Inch, Iron Grey, 1.85 Kg)",279.9,Amd,Athlon Dual Core,4.0,,Amd Radeon Amd Radeon Graphics,39.62 cm (15.6 Inch),1366 x 768 Pixel,"Integrated 30Wh, ErP Lot 3, RoHS Compliant",3.6,"This laptop has the following features: integrated 30wh, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Lenovo V Series Athlon Dual Core 3150U - (4 Gb/1 Tb Hdd/Windows 10 Home) V-15 Ada Laptop  (15.6 Inch, Iron Grey, 1.85 Kg)",278.9,Amd,Athlon Dual Core,4.0,,Amd Radeon Amd Radeon Graphics,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Integrated 30 Wh Battery, ErP Lot 3, RoHS Compliant",3.8,"This laptop has the following features: integrated 30 wh battery, erp lot 3, rohs compliant. Users find it reliable and suitable for its intended purpose."
"Dell Xps Core I5 11Th Gen - (16 Gb/512 Gb Ssd/Windows 10) Xps 13 9305 Thin And Light Laptop  (13.3 Inch, Platinum Silver, 1.16 Kg, With Ms Office)",1146.9,Intel,Core I5,16.0,512.0,Intel Integrated Iris Xe,33.78 cm (13.3 Inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook Core I3 11Th Gen - (4 Gb/256 Gb Ssd/Windows 10 Home) X415Ea-Ek302Ts Thin And Light Laptop  (14 Inch, Transparent Silver, 1.55 Kg, With Ms Office)",349.9,Intel,Core I3,4.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixels,No additional features provided.,4.5,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I5 11Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10) Vostro 3400 Thin And Light Laptop  (14 Inch, Dune, 1.58 Kg, With Ms Office)",619.9,Intel,Core I5,8.0,256.0,Intel Integrated Iris Xe,35.56 cm (14 Inch),1920 x 1080 Pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I3 10Th Gen - (4 Gb/256 Gb Ssd/Windows 10 Home) Vostro 3401 Thin And Light Laptop  (14 Inch, Accent Black, 1.58 Kg, With Ms Office)",360.57,Intel,Core I3,4.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,Li-ion Battery,4.3,This laptop has the following features: li-ion battery. Users find it reliable and suitable for its intended purpose.
"Lenovo Ideapad Gaming 3 Core I5 10Th Gen - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/120 Hz) 15Imh05 Gaming Laptop  (15.6 Inch, Onyx Black, 2.2 Kg)",689.99,Intel,Core I5,8.0,256.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Rapid Charge Technology, Integrated 45Wh Battery, Cooling System with Dual Vents and Dual Action Fans",4.3,"This laptop has the following features: rapid charge technology, integrated 45wh battery, cooling system with dual vents and dual action fans. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H - (8 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650/120 Hz) 15Arh05 Gaming Laptop  (15.6 Inch, Onyx Black, 2.2 Kg)",639.9,Amd,Ryzen 5 Hexa Core,8.0,256.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080 Pixel,"45 Wh Battery, ErP Lot 3, RoHS compliant, Energy Star 8.0 Certified",4.5,"This laptop has the following features: 45 wh battery, erp lot 3, rohs compliant, energy star 8.0 certified. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 5I Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) 14Itl05U2A Thin And Light Laptop  (14 Inch, Graphite Grey, 1.39 Kg, With Ms Office)",569.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inch),1920 x 1080 Pixel,"56.5 Wh Battery, ErP Lot 3, RoHS compliant, Energy Star 8.0 Certified",4.2,"This laptop has the following features: 56.5 wh battery, erp lot 3, rohs compliant, energy star 8.0 certified. Users find it reliable and suitable for its intended purpose."
"Lenovo Ideapad Slim 5 Ryzen 7 Octa Core 5700U - (16 Gb/512 Gb Ssd/Windows 10 Home) 15Alc05 A|| 15Alc05 B Thin And Light Laptop  (15.6 Inch, Graphite Grey, 1.66 Kg, With Ms Office)",679.9,Amd,Ryzen 7 Octa Core,16.0,512.0,Amd Radeon,39.62 cm (15.6 inch),1920 x 1080 Pixel,"57 Wh Battery, ErP Lot 3, RoHS compliant, Energy Star 8.0 Certified",4.3,"This laptop has the following features: 57 wh battery, erp lot 3, rohs compliant, energy star 8.0 certified. Users find it reliable and suitable for its intended purpose."
"Lenovo V15 Athlon Dual Core 3050U - (4 Gb/1 Tb Hdd/Dos) V15 Laptop  (15.6 Inch, Iron Grey, 1.85 Kg)",279.9,Amd,Athlon Dual Core,4.0,,Amd Radeon,39.62 cm (15.6 inch),1366 x 768 Pixel,30 WHr Li-ion Battery,3.8,This laptop has the following features: 30 whr li-ion battery. Users find it reliable and suitable for its intended purpose.
"Asus Tuf Gaming F15 Core I5 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650 Ti/144 Hz) Fx506Li-Hn271Ts Gaming Laptop  (15.6 Inch, Black Plastic, 2.3 Kg, With Ms Office)",659.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Gtx 1650 Ti,39.62 cm (15.6 Inch),1920x1080 Pixels,Military Grade Durability,4.4,This laptop has the following features: military grade durability. Users find it reliable and suitable for its intended purpose.
"Dell Vostro Core I3 11Th Gen - (4 Gb/1 Tb Hdd/256 Gb Ssd/Windows 10) Vostro 3400 Thin And Light Laptop  (14 Inch, Dune, 1.58 Kg, With Ms Office)",431.26,Intel,Core I3,4.0,256.0,Intel Integrated Uhd,35.56 cm (14 inch),1920 x 1080 Pixel,No additional features provided.,4.1,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Acer Aspire 7 Core I5 10Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650) A715-75G-50Ta/ A715-75G-41G/ A715-75G-52Aa Gaming Laptop  (15.6 Inch, Black, 2.15 Kg)",549.9,Intel,Core I5,8.0,512.0,Nvidia Geforce Gtx 1650,39.62 cm (15.6 inch),1920 x 1080 Pixels,48 Wh 3-cell Li-ion?battery?pack,4.4,This laptop has the following features: 48 wh 3-cell li-ion?battery?pack. Users find it reliable and suitable for its intended purpose.
"Asus Rog Strix G15 (2020) Octa Core I7 10Th Gen - (16 Gb/1 Tb Ssd/Windows 10 Home/4 Gb Graphics/Nvidia Geforce Gtx 1650 Ti/144 Hz) G512Li-Hn305T Gaming Laptop  (15.6 Inch, Black Plastic, 2.30 Kg)",925.9,Intel,Octa Core I7,16.0,1024.0,Nvidia Geforce Gtx 1650 Ti,39.62 cm (15.6 inch),1920 x 1080 Pixels,No additional features provided.,4.6,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Zephyrus G14 Ryzen 5 Hexa Core Amd Ryzen 5 4600H 4Th Gen - (8 Gb/512 Gb Ssd/Windows 10/4 Gb Graphics/Nvidia Geforce Gtx Gtx 1650Ti/120 Hz) Ga401Ii-He233T Gaming Laptop  (14 Inch, Moonlight White, 1.60 Kg, With Ms Office)",845.0,Amd,Ryzen 5 Hexa Core,8.0,512.0,Nvidia Geforce Gtx Gtx 1650Ti,35.56 cm (14 inch),1920 x 1080 pixel,No additional features provided.,4.3,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Asus Vivobook Flip 14 (2022) Ryzen 5 Hexa Core - (8 Gb/512 Gb Ssd/Windows 10 Home) Tm420Ua-Ec501Ts 2 In 1 Laptop  (14 Inch, Bespoke Black, 1.50 Kg, With Ms Office)",629.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Amd Radeon,35.56 cm (14 inch),1920 x 1080 Pixel,"Cortana and Alexa Voice-recognition Support, Li-ion Battery",4.4,"This laptop has the following features: cortana and alexa voice-recognition support, li-ion battery. Users find it reliable and suitable for its intended purpose."
"Msi Gf65 Thin Hexa Core I5 10Th Gen - (16 Gb/512 Gb Ssd/Windows 10 Home/6 Gb Graphics/Nvidia Geforce Gtx 1660 Ti/144 Hz) Gf65 Thin 10Sdr-1283In Gaming Laptop  (15.6 Inch, Black, 1.86 Kg)",759.9,Intel,Hexa Core I5,16.0,512.0,Nvidia Geforce Gtx 1660 Ti,39.62 cm (15.6 inch),1920 x 1080 Pixel,"3-Cell, 51 Whr Battery",4.6,"This laptop has the following features: 3-cell, 51 whr battery. Users find it reliable and suitable for its intended purpose."
"Asus Zenbook 14 Ryzen 5 Hexa Core Amd Ryzen 5 5500U Processor 5Th Gen - (8 Gb/512 Gb Ssd/Windows 10 Home) Um425Ua-Am502Ts Thin And Light Laptop  (14 Inch, Lilac Mist, 1.22 Kg, With Ms Office)",779.9,Amd,Ryzen 5 Hexa Core,8.0,512.0,Amd Radeon Amd Radeon Graphics,35.56 cm (14 inch),1920 x 1080 Pixel,"ASUS NumberPad 2.0, a dual-function touchpad, Fast & Easy Charging - 16-hour battery life, Worlds thinnest 14-inch AMD-powered",4.3,"This laptop has the following features: asus numberpad 2.0, a dual-function touchpad, fast & easy charging - 16-hour battery life, worlds thinnest 14-inch amd-powered. Users find it reliable and suitable for its intended purpose."
"Dell Inspiron Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10) Inspiron 5418 Thin And Light Laptop  (14 Inches, Silver, 1.5 Kg, With Ms Office)",642.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inches),1920 x 1080 Pixels,No additional features provided.,3.9,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
"Dell Inspiron Core I5 11Th Gen - (8 Gb/512 Gb Ssd/Windows 10) Inspiron 5410 2 In 1 Laptop  (14 Inches, Silver, 1.56 Kg, With Ms Office)",729.9,Intel,Core I5,8.0,512.0,Intel Integrated Iris Xe,35.56 cm (14 inches),1920 x 1080 Pixels,No additional features provided.,4.4,This laptop has the following features: no additional features provided.. Users find it reliable and suitable for its intended purpose.
